Policy ID,Customer ID,Year,Policy Type,Premium,Deductible,Coverage Type,Premium Increase (%),Previous Year Claims,Previous Year Missed Payments,Churn
13943_2023,13943,2023,Life,4625.0,1430.0,Basic,8.0,1,2,1
13944_2023,13944,2023,Health,4948.0,2919.0,Basic,13.0,0,1,1
13945_2023,13945,2023,Health,3419.0,3999.0,Standard,7.0,2,2,1
13946_2023,13946,2023,Health,1476.0,2091.0,Premium,4.0,2,0,1
13947_2023,13947,2023,Auto,3410.0,2773.0,Basic,17.0,1,2,1
13948_2023,13948,2023,Health,4739.0,1565.0,Basic,16.0,0,0,1
13949_2023,13949,2023,Auto,4913.0,4595.0,Premium,15.0,2,0,1
13950_2023,13950,2023,Auto,2940.0,768.0,Standard,16.0,0,1,0
13951_2023,13951,2023,Auto,4181.0,864.0,Standard,7.0,1,1,1
13952_2023,13952,2023,Auto,3307.0,3650.0,Basic,14.0,0,0,0
13953_2023,13953,2023,Auto,3731.0,4209.0,Standard,11.0,0,0,0
13954_2023,13954,2023,Auto,3448.0,2456.0,Basic,5.0,2,2,1
13955_2023,13955,2023,Health,1648.0,,Basic,1.0,1,2,1
13956_2023,13956,2023,Health,,1090.0,Basic,16.0,2,0,1
13957_2023,13957,2023,Health,1208.0,3908.0,Basic,17.0,0,2,1
13958_2023,13958,2023,Health,1288.0,1549.0,Premium,8.0,1,0,1
13959_2023,13959,2023,Health,1232.0,2966.0,Standard,13.0,0,1,1
13960_2023,13960,2023,Health,2531.0,4190.0,Basic,,0,2,0
13961_2023,13961,2023,Life,4376.0,2813.0,Standard,14.0,1,2,1
13962_2023,13962,2023,Auto,1136.0,2369.0,Standard,14.0,1,2,1
13963_2023,13963,2023,Health,3761.0,916.0,Standard,14.0,1,2,1
13964_2023,13964,2023,Health,3359.0,,Standard,,2,1,1
13965_2023,13965,2023,Health,1626.0,2883.0,Premium,8.0,0,0,0
13966_2023,13966,2023,Health,1406.0,2412.0,Standard,6.0,2,2,1
13967_2023,13967,2023,Health,1707.0,2422.0,Basic,0.0,0,2,1
13968_2023,13968,2023,Health,2159.0,767.0,Basic,14.0,0,2,1
13969_2023,13969,2023,Health,4789.0,2071.0,Standard,6.0,1,2,1
13970_2023,13970,2023,Health,3702.0,4575.0,Basic,9.0,2,1,1
13971_2023,13971,2023,Health,1939.0,2345.0,Standard,1.0,2,2,1
13972_2023,13972,2023,Auto,4277.0,3681.0,Basic,3.0,1,2,1
13973_2023,13973,2023,Auto,1042.0,2417.0,Standard,6.0,0,2,1
13974_2023,13974,2023,Life,4895.0,707.0,Basic,3.0,2,2,1
13975_2023,13975,2023,Auto,1080.0,,Standard,17.0,2,0,1
13976_2023,13976,2023,Health,4399.0,3296.0,,14.0,1,2,1
13977_2023,13977,2023,Auto,3480.0,1552.0,Basic,13.0,2,0,1
13978_2023,13978,2023,Health,3594.0,4140.0,Standard,6.0,0,2,0
13979_2023,13979,2023,Health,2408.0,3485.0,Premium,16.0,2,0,1
13980_2023,13980,2023,Health,3362.0,1933.0,Premium,1.0,0,0,0
13981_2023,13981,2023,Auto,1337.0,2822.0,Basic,11.0,0,1,1
13982_2023,13982,2023,Life,2805.0,1919.0,Basic,5.0,1,1,1
13983_2023,13983,2023,Home,1209.0,3930.0,Standard,18.0,2,2,1
13984_2023,13984,2023,Life,2701.0,3708.0,Basic,9.0,2,1,1
13985_2023,13985,2023,Health,2270.0,,Premium,1.0,2,0,1
13986_2023,13986,2023,Auto,4275.0,2372.0,Basic,19.0,1,0,1
13987_2023,13987,2023,Auto,4552.0,3649.0,Basic,7.0,2,1,1
13988_2023,13988,2023,Health,1583.0,,Standard,14.0,2,2,1
13989_2023,13989,2023,Health,4374.0,4517.0,Basic,4.0,2,1,1
13990_2023,13990,2023,Auto,3430.0,2860.0,Standard,14.0,0,0,0
13991_2023,13991,2023,Life,,3044.0,Premium,4.0,2,2,1
13992_2023,13992,2023,Life,4482.0,4505.0,Basic,12.0,1,0,1
13993_2023,13993,2023,Health,,4830.0,Premium,,2,1,1
13994_2023,13994,2023,Health,2155.0,4560.0,Basic,16.0,0,2,1
13995_2023,13995,2023,Life,2393.0,648.0,Standard,7.0,0,0,0
13996_2023,13996,2023,Auto,4913.0,4252.0,Basic,11.0,0,1,0
13997_2023,13997,2023,Auto,1882.0,1011.0,Basic,16.0,1,0,1
13998_2023,13998,2023,Auto,1603.0,3052.0,Basic,1.0,0,0,0
13999_2023,13999,2023,Home,1759.0,2444.0,Standard,,0,0,0
14000_2023,14000,2023,Life,3171.0,,Standard,17.0,0,2,1
14001_2023,14001,2023,Health,4926.0,1764.0,Standard,7.0,2,2,1
14002_2023,14002,2023,Life,2578.0,3698.0,Standard,,1,1,1
14003_2023,14003,2023,Health,2836.0,934.0,Basic,15.0,1,2,1
14004_2023,14004,2023,Health,4138.0,4851.0,Basic,15.0,2,1,1
14005_2023,14005,2023,Health,2678.0,3980.0,Basic,12.0,0,1,1
14006_2023,14006,2023,Health,2549.0,1668.0,Premium,16.0,1,2,1
14007_2023,14007,2023,Auto,1652.0,3510.0,Standard,11.0,1,2,1
14008_2023,14008,2023,Auto,35825.0,4284.0,Basic,0.0,2,0,1
14009_2023,14009,2023,Health,4934.0,1615.0,Premium,2.0,0,0,0
14010_2023,14010,2023,Health,,2533.0,Premium,16.0,0,2,1
14011_2023,14011,2023,Auto,2999.0,2442.0,Premium,13.0,2,2,1
14012_2023,14012,2023,Life,4581.0,4217.0,Premium,15.0,0,1,0
14013_2023,14013,2023,Life,4239.0,4923.0,Standard,16.0,1,2,1
14014_2023,14014,2023,Auto,3885.0,4929.0,Standard,15.0,2,2,1
14015_2023,14015,2023,Auto,1116.0,2597.0,Standard,11.0,1,2,1
14016_2023,14016,2023,Home,4278.0,1809.0,Standard,18.0,2,1,1
14017_2023,14017,2023,Life,1005.0,-1000.0,Standard,19.0,0,1,1
14018_2023,14018,2023,Health,3779.0,912.0,Basic,1.0,1,2,1
14019_2023,14019,2023,Life,2767.0,4959.0,Standard,14.0,1,0,0
14020_2023,14020,2023,Health,4999.0,3434.0,Standard,5.0,1,1,0
14021_2023,14021,2023,Life,3239.0,4405.0,Basic,,1,2,1
14022_2023,14022,2023,Auto,1282.0,2938.0,Standard,8.0,0,2,1
14023_2023,14023,2023,Life,4755.0,4220.0,Basic,1.0,1,1,1
14024_2023,14024,2023,Health,2268.0,831.0,Premium,14.0,1,2,1
14025_2023,14025,2023,Life,45786.0,4600.0,Basic,12.0,1,2,1
14026_2023,14026,2023,Health,3369.0,1725.0,Basic,11.0,2,1,1
14027_2023,14027,2023,Health,1873.0,1108.0,Premium,18.0,2,2,1
14028_2023,14028,2023,Health,3955.0,4397.0,Standard,4.0,1,1,1
14029_2023,14029,2023,Health,3493.0,4975.0,Standard,10.0,0,2,0
14030_2023,14030,2023,Health,4262.0,2333.0,Basic,9.0,1,2,1
14031_2023,14031,2023,Auto,2227.0,3940.0,Standard,19.0,0,2,1
14032_2023,14032,2023,Health,,2501.0,Standard,17.0,2,0,1
14033_2023,14033,2023,Home,2009.0,4324.0,Standard,10.0,1,1,1
14034_2023,14034,2023,Auto,,2131.0,Basic,6.0,1,1,0
14035_2023,14035,2023,Home,3160.0,1529.0,Basic,5.0,1,2,1
14036_2023,14036,2023,Health,3738.0,1274.0,Standard,13.0,1,0,1
14037_2023,14037,2023,Health,2745.0,2687.0,Standard,10.0,0,1,1
14038_2023,14038,2023,Health,1629.0,2494.0,Premium,12.0,2,2,1
14039_2023,14039,2023,Health,,2532.0,Standard,12.0,1,1,1
14040_2023,14040,2023,Health,3152.0,2565.0,Basic,18.0,2,1,1
14041_2023,14041,2023,Life,2817.0,4580.0,Premium,14.0,2,2,1
14042_2023,14042,2023,Health,3227.0,1949.0,Basic,5.0,0,0,0
14043_2023,14043,2023,Auto,3239.0,4876.0,Standard,12.0,0,2,1
14044_2023,14044,2023,Home,1054.0,3914.0,Basic,6.0,1,2,1
14045_2023,14045,2023,Health,1207.0,1612.0,Standard,8.0,0,0,0
14046_2023,14046,2023,Auto,3122.0,1157.0,Standard,4.0,0,2,1
14047_2023,14047,2023,Auto,4813.0,1461.0,Basic,17.0,1,2,1
14048_2023,14048,2023,Health,2746.0,1731.0,Premium,2.0,2,0,0
14049_2023,14049,2023,Health,,993.0,Standard,11.0,1,0,0
14050_2023,14050,2023,Auto,3759.0,4532.0,Standard,17.0,0,1,1
14051_2023,14051,2023,Health,1297.0,2760.0,Basic,1.0,0,0,0
14052_2023,14052,2023,Auto,3614.0,876.0,Basic,18.0,2,2,1
14053_2023,14053,2023,Health,1010.0,4298.0,Premium,3.0,2,0,1
14054_2023,14054,2023,Health,1227.0,3612.0,Premium,16.0,1,1,1
14055_2023,14055,2023,Auto,2737.0,3056.0,Standard,7.0,1,2,1
14056_2023,14056,2023,Health,3372.0,3871.0,Standard,3.0,0,1,1
14057_2023,14057,2023,Health,2403.0,1247.0,Basic,11.0,2,0,1
14058_2023,14058,2023,Auto,4702.0,3609.0,Standard,16.0,0,2,1
14059_2023,14059,2023,Auto,2121.0,3632.0,Basic,3.0,0,2,1
14060_2023,14060,2023,Health,3411.0,2544.0,Basic,12.0,0,0,1
14061_2023,14061,2023,Auto,1989.0,1259.0,Premium,12.0,1,1,1
14062_2023,14062,2023,Life,4413.0,2277.0,Basic,2.0,2,1,1
14063_2023,14063,2023,Life,1138.0,4509.0,Standard,4.0,1,2,1
14064_2023,14064,2023,Health,3870.0,2173.0,Standard,19.0,0,2,1
14065_2023,14065,2023,Life,3475.0,1488.0,Standard,,0,2,1
14066_2023,14066,2023,Life,3284.0,4967.0,Standard,3.0,0,0,0
14067_2023,14067,2023,Life,4578.0,795.0,Basic,5.0,1,0,0
14068_2023,14068,2023,Health,2813.0,3530.0,Premium,3.0,1,2,1
14069_2023,14069,2023,Health,2712.0,1394.0,Basic,0.0,0,1,0
14070_2023,14070,2023,Auto,4316.0,3734.0,Basic,8.0,1,0,1
14071_2023,14071,2023,Auto,2363.0,1735.0,Basic,5.0,0,1,1
14072_2023,14072,2023,Auto,3023.0,848.0,Basic,11.0,2,0,1
14073_2023,14073,2023,Health,2176.0,2971.0,Basic,12.0,0,1,0
14074_2023,14074,2023,Auto,1639.0,1413.0,Premium,18.0,1,0,1
14075_2023,14075,2023,Auto,1203.0,2087.0,Standard,5.0,1,0,1
14076_2023,14076,2023,Life,4530.0,1582.0,Standard,7.0,2,0,1
14077_2023,14077,2023,Health,3475.0,2447.0,Standard,16.0,2,1,1
14078_2023,14078,2023,Auto,1310.0,1471.0,,17.0,2,1,1
14079_2023,14079,2023,Home,2259.0,4311.0,Premium,12.0,0,0,0
14080_2023,14080,2023,Health,1818.0,2025.0,Premium,10.0,1,1,1
14081_2023,14081,2023,Auto,2945.0,99999.0,Basic,9.0,1,0,1
14082_2023,14082,2023,Health,2869.0,3845.0,Basic,11.0,2,1,1
14083_2023,14083,2023,Health,3583.0,1649.0,Basic,,1,0,1
14084_2023,14084,2023,Home,1508.0,,Standard,17.0,2,1,1
14085_2023,14085,2023,Health,2048.0,3157.0,Standard,3.0,2,1,1
14086_2023,14086,2023,Life,4500.0,4380.0,Standard,6.0,1,2,1
14087_2023,14087,2023,Health,3355.0,4823.0,Premium,18.0,2,1,1
14088_2023,14088,2023,Life,1947.0,4199.0,Standard,1.0,0,1,0
14089_2023,14089,2023,Health,3557.0,,Basic,16.0,0,0,1
14090_2023,14090,2023,Health,3246.0,2988.0,Basic,17.0,2,0,1
14091_2023,14091,2023,Auto,3194.0,1255.0,Standard,11.0,2,2,1
14092_2023,14092,2023,Health,4238.0,3067.0,Basic,19.0,1,1,1
14093_2023,14093,2023,Health,4172.0,4559.0,Premium,14.0,0,2,1
14094_2023,14094,2023,Life,1550.0,4715.0,Premium,,1,0,1
14095_2023,14095,2023,Life,3171.0,3823.0,Premium,4.0,2,2,1
14096_2023,14096,2023,Health,2383.0,967.0,Premium,13.0,2,0,1
14097_2023,14097,2023,Health,2579.0,3729.0,Standard,5.0,1,1,0
14098_2023,14098,2023,Health,1790.0,4560.0,Standard,2.0,2,1,1
14099_2023,14099,2023,Health,4927.0,2515.0,Basic,14.0,0,0,0
14100_2023,14100,2023,Health,2081.0,4474.0,Standard,12.0,0,0,1
14101_2023,14101,2023,Auto,2886.0,1239.0,Basic,2.0,0,0,1
14102_2023,14102,2023,Health,2987.0,4701.0,Standard,13.0,2,2,1
14103_2023,14103,2023,Life,2572.0,694.0,Premium,,2,2,1
14104_2023,14104,2023,Health,4431.0,1691.0,Premium,,2,2,1
14105_2023,14105,2023,Life,2608.0,,Standard,7.0,2,0,1
14106_2023,14106,2023,Health,4801.0,2766.0,Standard,18.0,0,1,1
14107_2023,14107,2023,Life,4749.0,3893.0,Standard,16.0,1,2,1
14108_2023,14108,2023,Health,2673.0,1351.0,Basic,13.0,2,2,1
14109_2023,14109,2023,Health,4644.0,2328.0,Basic,3.0,0,2,1
14110_2023,14110,2023,Health,21034.0,4435.0,Basic,12.0,2,1,1
14111_2023,14111,2023,Health,3252.0,,Basic,3.0,0,2,1
14112_2023,14112,2023,Health,1609.0,2916.0,Premium,1.0,2,0,1
14113_2023,14113,2023,Health,4928.0,4728.0,Standard,14.0,1,2,1
14114_2023,14114,2023,Home,4103.0,2247.0,Standard,1.0,0,2,0
14115_2023,14115,2023,Auto,4917.0,1797.0,Basic,,2,0,1
14116_2023,14116,2023,Health,2447.0,1703.0,,5.0,0,1,0
14117_2023,14117,2023,Life,4589.0,3671.0,Basic,16.0,0,2,1
14118_2023,14118,2023,Auto,2571.0,2317.0,Standard,0.0,2,1,1
14119_2023,14119,2023,Health,1277.0,1813.0,Basic,16.0,1,0,1
14120_2023,14120,2023,Auto,1772.0,,Standard,13.0,1,2,1
14121_2023,14121,2023,Auto,1342.0,4589.0,Premium,5.0,2,2,1
14122_2023,14122,2023,Auto,1289.0,2852.0,Basic,1.0,0,0,0
14123_2023,14123,2023,Health,1916.0,2444.0,Standard,3.0,0,0,0
14124_2023,14124,2023,Auto,2986.0,3725.0,,19.0,1,2,1
14125_2023,14125,2023,Auto,3762.0,3246.0,Basic,11.0,1,2,1
14126_2023,14126,2023,Life,4062.0,2129.0,Standard,10.0,1,0,0
14127_2023,14127,2023,Health,2089.0,2285.0,Basic,6.0,2,1,1
14128_2023,14128,2023,Health,,4771.0,,16.0,0,2,1
14129_2023,14129,2023,Health,3255.0,4218.0,,16.0,0,2,1
14130_2023,14130,2023,Life,1474.0,1337.0,Standard,1.0,2,1,1
14131_2023,14131,2023,Health,3962.0,1013.0,Basic,9.0,2,0,1
14132_2023,14132,2023,Health,3200.0,,Standard,11.0,0,2,1
14133_2023,14133,2023,Life,2321.0,4334.0,Basic,12.0,0,1,0
14134_2023,14134,2023,Health,3765.0,4140.0,Standard,4.0,2,0,1
14135_2023,14135,2023,Auto,4965.0,1660.0,Basic,8.0,0,2,1
14136_2023,14136,2023,Life,1941.0,3729.0,Standard,8.0,0,0,1
14137_2023,14137,2023,Health,2767.0,99999.0,Premium,6.0,2,2,1
14138_2023,14138,2023,Life,1209.0,3054.0,Standard,5.0,0,2,1
14139_2023,14139,2023,Life,1697.0,1941.0,Standard,18.0,2,0,1
14140_2023,14140,2023,Health,2394.0,3238.0,Basic,14.0,1,1,1
14141_2023,14141,2023,Health,1269.0,2247.0,Premium,15.0,2,2,1
14142_2023,14142,2023,Health,2223.0,4467.0,Basic,2.0,2,1,1
14143_2023,14143,2023,Life,4474.0,1780.0,Basic,0.0,1,0,0
14144_2023,14144,2023,Life,2681.0,3582.0,Basic,19.0,0,0,0
14145_2023,14145,2023,Auto,3456.0,3609.0,,13.0,2,0,1
14146_2023,14146,2023,Auto,1825.0,2846.0,Standard,9.0,1,0,1
14147_2023,14147,2023,Health,2195.0,3071.0,Standard,,0,0,1
14148_2023,14148,2023,Health,2815.0,1436.0,Standard,4.0,2,2,1
14149_2023,14149,2023,Health,4484.0,1021.0,Basic,6.0,2,0,1
14150_2023,14150,2023,Auto,3512.0,2344.0,Basic,8.0,2,0,1
14151_2023,14151,2023,Health,3599.0,2256.0,Standard,0.0,1,2,1
14152_2023,14152,2023,Home,2581.0,3028.0,Standard,,0,2,1
14153_2023,14153,2023,Auto,2369.0,1067.0,Standard,12.0,1,2,1
14154_2023,14154,2023,Auto,1559.0,4971.0,Basic,16.0,1,2,1
14155_2023,14155,2023,Auto,1549.0,2179.0,Basic,2.0,2,1,1
14156_2023,14156,2023,Home,1006.0,2935.0,Standard,10.0,2,1,1
14157_2023,14157,2023,Health,2675.0,1312.0,,0.0,1,1,1
14158_2023,14158,2023,Auto,,4196.0,Basic,16.0,1,0,1
14159_2023,14159,2023,Health,4373.0,1118.0,,8.0,1,0,0
14160_2023,14160,2023,Auto,1521.0,3222.0,Premium,11.0,0,1,1
14161_2023,14161,2023,Health,1048.0,2053.0,Basic,13.0,2,1,1
14162_2023,14162,2023,Life,3012.0,4627.0,Standard,1.0,1,0,0
14163_2023,14163,2023,Health,2171.0,4107.0,Standard,0.0,1,2,1
14164_2023,14164,2023,Life,4146.0,4423.0,Standard,15.0,2,0,1
14165_2023,14165,2023,Health,2210.0,3001.0,Premium,3.0,2,1,1
14166_2023,14166,2023,Life,4394.0,1791.0,Standard,9.0,2,1,1
14167_2023,14167,2023,Auto,3628.0,2308.0,Premium,5.0,1,2,1
14168_2023,14168,2023,Health,3446.0,980.0,Standard,10.0,2,0,1
14169_2023,14169,2023,Auto,,4978.0,Premium,,0,0,1
14170_2023,14170,2023,Life,3202.0,2553.0,Basic,19.0,0,0,1
14171_2023,14171,2023,Auto,2948.0,533.0,Basic,7.0,0,2,1
14172_2023,14172,2023,Auto,4215.0,4850.0,Standard,17.0,2,0,1
14173_2023,14173,2023,Health,4576.0,3085.0,Basic,2.0,0,2,1
14174_2023,14174,2023,Life,4597.0,3698.0,Standard,13.0,0,1,0
14175_2023,14175,2023,Life,4393.0,677.0,Basic,14.0,0,2,1
14176_2023,14176,2023,Health,4754.0,1683.0,Basic,19.0,1,0,1
14177_2023,14177,2023,Health,3986.0,3105.0,Standard,9.0,0,1,1
14178_2023,14178,2023,Auto,2485.0,1708.0,Premium,9.0,2,0,1
14179_2023,14179,2023,Health,4087.0,2441.0,Basic,18.0,2,0,1
14180_2023,14180,2023,Life,4793.0,2233.0,Standard,1.0,2,0,1
14181_2023,14181,2023,Auto,2165.0,1019.0,Basic,18.0,0,2,1
14182_2023,14182,2023,Health,1629.0,985.0,Premium,16.0,0,2,1
14183_2023,14183,2023,Health,4585.0,3653.0,Standard,19.0,2,1,1
14184_2023,14184,2023,Health,2426.0,3613.0,Standard,6.0,1,2,1
14185_2023,14185,2023,Health,1216.0,875.0,Premium,2.0,2,2,1
14186_2023,14186,2023,Health,1511.0,3329.0,Basic,8.0,2,0,1
14187_2023,14187,2023,Health,4751.0,2850.0,Basic,0.0,0,1,0
14188_2023,14188,2023,Health,2578.0,2154.0,Basic,12.0,0,1,1
14189_2023,14189,2023,Health,4212.0,1803.0,Basic,10.0,2,1,1
14190_2023,14190,2023,Life,3195.0,882.0,Basic,17.0,2,0,1
14191_2023,14191,2023,Home,3861.0,4096.0,Premium,9.0,2,1,1
14192_2023,14192,2023,Auto,1960.0,1508.0,Standard,,1,0,1
14193_2023,14193,2023,Health,1736.0,601.0,Standard,12.0,0,2,1
14194_2023,14194,2023,Home,2461.0,4970.0,Basic,8.0,0,2,1
14195_2023,14195,2023,Health,3530.0,2594.0,Standard,11.0,0,2,1
14196_2023,14196,2023,Health,2590.0,1760.0,Premium,3.0,1,0,0
14197_2023,14197,2023,Health,,1956.0,,6.0,1,0,1
14198_2023,14198,2023,Home,3222.0,3427.0,Standard,18.0,0,0,0
14199_2023,14199,2023,Health,4525.0,1446.0,Premium,2.0,1,0,1
14200_2023,14200,2023,Health,3937.0,,Basic,15.0,0,2,1
14201_2023,14201,2023,Life,3047.0,3389.0,Standard,13.0,1,2,1
14202_2023,14202,2023,Health,1444.0,534.0,Basic,9.0,1,2,1
14203_2023,14203,2023,Life,1519.0,4022.0,Basic,3.0,2,2,1
14204_2023,14204,2023,Auto,,4341.0,Basic,12.0,2,0,1
14205_2023,14205,2023,Auto,1106.0,2085.0,Basic,17.0,2,1,1
14206_2023,14206,2023,Auto,,4587.0,Standard,5.0,0,0,0
14207_2023,14207,2023,Health,4858.0,2229.0,Basic,5.0,2,0,1
14208_2023,14208,2023,Health,3371.0,1689.0,Premium,13.0,0,2,1
14209_2023,14209,2023,Health,3401.0,799.0,Standard,13.0,1,0,1
14210_2023,14210,2023,Auto,1482.0,1743.0,Premium,12.0,1,1,1
14211_2023,14211,2023,Health,3316.0,4430.0,Basic,15.0,1,2,1
14212_2023,14212,2023,Auto,1113.0,3205.0,Standard,4.0,0,2,0
14213_2023,14213,2023,Auto,3761.0,2567.0,Standard,8.0,0,0,0
14214_2023,14214,2023,Auto,1067.0,2133.0,Basic,13.0,1,0,1
14215_2023,14215,2023,Life,4593.0,1386.0,Basic,15.0,1,0,1
14216_2023,14216,2023,Life,4095.0,3166.0,Standard,18.0,0,0,1
14217_2023,14217,2023,Life,1982.0,3112.0,Basic,0.0,1,2,1
14218_2023,14218,2023,Health,2981.0,4855.0,Standard,10.0,0,2,1
14219_2023,14219,2023,Health,1601.0,4138.0,Standard,7.0,2,1,1
14220_2023,14220,2023,Health,3798.0,2108.0,Basic,8.0,2,2,1
14221_2023,14221,2023,Health,1368.0,3518.0,Standard,12.0,2,0,1
14222_2023,14222,2023,Health,3684.0,4767.0,Standard,12.0,1,2,1
14223_2023,14223,2023,Life,3071.0,1903.0,Premium,15.0,0,0,0
14224_2023,14224,2023,Life,1584.0,1259.0,Standard,11.0,0,1,1
14225_2023,14225,2023,Health,4331.0,,Standard,13.0,2,1,1
14226_2023,14226,2023,Health,,1069.0,Basic,5.0,1,0,1
14227_2023,14227,2023,Health,2570.0,1482.0,,7.0,1,1,1
14228_2023,14228,2023,Health,3675.0,4846.0,Basic,13.0,1,1,1
14229_2023,14229,2023,Health,1877.0,1257.0,Premium,14.0,0,0,0
14230_2023,14230,2023,Health,27471.0,,Basic,3.0,2,1,1
14231_2023,14231,2023,Health,2300.0,746.0,Standard,16.0,0,2,1
14232_2023,14232,2023,Health,47219.0,3637.0,Basic,,2,1,1
14233_2023,14233,2023,Health,4941.0,2489.0,Standard,9.0,2,2,1
14234_2023,14234,2023,Health,1712.0,589.0,Standard,13.0,0,0,1
14235_2023,14235,2023,Auto,4035.0,851.0,Premium,17.0,1,2,1
14236_2023,14236,2023,Health,4907.0,988.0,Basic,11.0,0,2,1
14237_2023,14237,2023,Auto,1207.0,4753.0,Basic,9.0,0,1,0
14238_2023,14238,2023,Auto,2374.0,3986.0,,16.0,0,2,1
14239_2023,14239,2023,Auto,1431.0,1365.0,Premium,13.0,2,1,1
14240_2023,14240,2023,Auto,3688.0,3181.0,Standard,6.0,1,1,1
14241_2023,14241,2023,Health,2292.0,735.0,Standard,8.0,0,0,0
14242_2023,14242,2023,Life,,3524.0,Premium,0.0,0,2,1
14243_2023,14243,2023,Life,2062.0,2264.0,Basic,12.0,0,1,1
14244_2023,14244,2023,Health,2571.0,3397.0,Basic,5.0,0,0,0
14245_2023,14245,2023,Health,2564.0,,Basic,19.0,1,2,1
14246_2023,14246,2023,Home,4162.0,1255.0,Basic,13.0,1,1,1
14247_2023,14247,2023,Auto,1117.0,1661.0,Basic,,0,1,0
14248_2023,14248,2023,Health,2364.0,4680.0,Standard,14.0,0,0,1
14249_2023,14249,2023,Auto,1382.0,730.0,Standard,18.0,0,0,0
14250_2023,14250,2023,Health,3441.0,4360.0,Standard,8.0,2,2,1
14251_2023,14251,2023,Life,4117.0,2809.0,Standard,,2,0,1
14252_2023,14252,2023,Health,1583.0,1817.0,Basic,0.0,2,2,1
14253_2023,14253,2023,Auto,2828.0,1471.0,Standard,12.0,1,1,1
14254_2023,14254,2023,Health,2494.0,3589.0,Premium,5.0,1,0,1
14255_2023,14255,2023,Health,1534.0,3883.0,Standard,11.0,0,2,1
14256_2023,14256,2023,Auto,3967.0,1270.0,Standard,10.0,2,1,1
14257_2023,14257,2023,Health,1700.0,1990.0,Standard,11.0,1,0,1
14258_2023,14258,2023,Auto,1636.0,1158.0,Standard,0.0,2,2,1
14259_2023,14259,2023,Life,3005.0,4451.0,Basic,3.0,1,2,1
14260_2023,14260,2023,Health,2147.0,4785.0,Basic,1.0,0,2,1
14261_2023,14261,2023,Auto,3861.0,863.0,Basic,12.0,2,2,1
14262_2023,14262,2023,Auto,1278.0,2618.0,Standard,18.0,2,0,1
14263_2023,14263,2023,Health,3737.0,1406.0,Premium,8.0,0,1,1
14264_2023,14264,2023,Auto,2284.0,1774.0,Standard,7.0,1,2,1
14265_2023,14265,2023,Life,1133.0,1194.0,Standard,15.0,2,0,1
14266_2023,14266,2023,Health,4068.0,,Standard,12.0,1,0,1
14267_2023,14267,2023,Health,3642.0,4986.0,Standard,3.0,1,1,1
14268_2023,14268,2023,Auto,1377.0,2643.0,Standard,5.0,2,0,1
14269_2023,14269,2023,Life,,3196.0,Basic,5.0,0,2,0
14270_2023,14270,2023,Life,4582.0,1019.0,Basic,13.0,2,0,1
14271_2023,14271,2023,Auto,4995.0,3566.0,Basic,18.0,1,0,1
14272_2023,14272,2023,Auto,3248.0,1420.0,Standard,11.0,0,1,1
14273_2023,14273,2023,Auto,2087.0,4941.0,Standard,8.0,1,1,1
14274_2023,14274,2023,Auto,2217.0,2222.0,Premium,18.0,0,1,1
14275_2023,14275,2023,Health,4696.0,615.0,Standard,15.0,1,1,1
14276_2023,14276,2023,Health,3611.0,,Standard,5.0,1,1,1
14277_2023,14277,2023,Auto,4014.0,3231.0,Premium,10.0,1,2,1
14278_2023,14278,2023,Health,22942.0,2958.0,Premium,14.0,1,2,1
14279_2023,14279,2023,Health,2914.0,3277.0,Premium,,2,2,1
14280_2023,14280,2023,Health,2370.0,524.0,Premium,3.0,2,1,1
14281_2023,14281,2023,Home,1878.0,1803.0,Standard,5.0,1,2,1
14282_2023,14282,2023,Home,4156.0,3458.0,Basic,3.0,0,1,0
14283_2023,14283,2023,Health,2886.0,4959.0,Standard,9.0,1,2,1
14284_2023,14284,2023,Health,1823.0,2793.0,Standard,19.0,0,1,1
14285_2023,14285,2023,Life,1482.0,4188.0,Standard,6.0,0,2,0
14286_2023,14286,2023,Health,4633.0,1772.0,Premium,19.0,0,1,1
14287_2023,14287,2023,Health,1405.0,4326.0,Standard,2.0,0,2,1
14288_2023,14288,2023,Auto,3154.0,99999.0,Basic,19.0,1,0,1
14289_2023,14289,2023,Auto,1934.0,2737.0,Standard,5.0,1,0,1
14290_2023,14290,2023,Auto,1339.0,1791.0,Basic,1.0,2,0,1
14291_2023,14291,2023,Auto,3717.0,1972.0,Standard,1.0,2,0,1
14292_2023,14292,2023,Health,2793.0,2618.0,Standard,15.0,0,2,1
14293_2023,14293,2023,Health,2657.0,986.0,Standard,14.0,1,0,1
14294_2023,14294,2023,Life,1320.0,3492.0,Standard,9.0,2,1,1
14295_2023,14295,2023,Auto,2453.0,886.0,Basic,11.0,2,2,1
14296_2023,14296,2023,Life,2733.0,568.0,,19.0,2,1,1
14297_2023,14297,2023,Health,1406.0,2072.0,Standard,5.0,2,2,1
14298_2023,14298,2023,Health,2539.0,4952.0,Standard,9.0,1,2,1
14299_2023,14299,2023,Health,3301.0,2022.0,Standard,14.0,1,1,1
14300_2023,14300,2023,Life,3187.0,3882.0,Basic,8.0,1,2,1
14301_2023,14301,2023,Health,4823.0,1487.0,Standard,8.0,1,0,0
14302_2023,14302,2023,Health,3000.0,998.0,Standard,3.0,1,2,1
14303_2023,14303,2023,Life,4178.0,3296.0,Standard,10.0,2,1,1
